OBJECTID,Inverter,Row,Table_,UPN,Drive_Time_MIN,Drive_Time_SEC,As_Built_Northing,Design_Northing,Top_of_P_in_Northing_Tolerance,As_Built_Easting,Design_Easting,Easting_In_Tolerance,As_Built_Top_Elev,Design_Elevation,Pile_Length,As_Built_Reveal_ft,Design_Min_Reveal_ft,Design_Max_Reveal_ft,Reveal_in_Spec,As_Built_Embed,Design_Min_Embed,Min_Embd_Met,Pile_Twist,Twist_in_Tol,East_deg_Lean,North_Deg_Lean,Remediation_Complete,Remediation_Type,N_Dy,E_Dx,Elv_Dz,GlobalID,CreationDate,Creator,EditDate,Editor,Letter,Color,Damper,Pile_Type,Table_Ready_for_Racking,Symbology,Tracker_Slope_Deg,Cumulative_Slope,Pile_Installed,Elevation_In_Tolerance,East_Deg_Lean_In_Spec,North_Deg_Lean_in_Spec,Remediation_Approved,Pull_Test_Passed,Is_Pull_Test_Needed,Remediation_Performed,Random_Pull_Test,Cumulative_Tracker_Slope_in_Spe,Date_Installed,Date_of_Pull_Test,Date_of_Random_Pull_Test,Date_Remediation_Completed,Date_Remediation_Approved,Display,Drive_Finished_At,Drive_Machine,Hammering_Status,Hammering_Flag,Design_Bottom_of_Pile,Remediation_Reccomendation,Symbology_S02,UFN,Num_Helicals_In_Frame,Helical_Oreintation,Helical_PIle_Position,Frame_Des_Northing,Frame_Des_Easting,Frame_Des_Elv,Helical_or_W_Section,Helical_Clocking,Pile_Size,Pile_Shape,Phots_Needed,Symbology_3
47453,5,0,0,500343,,,,372349.413,No,,2270861.721,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468192.956,27250340.652,,{055a05e1-efb7-41d9-9237-336958c03359},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47454,5,0,0,500344,,,,372349.413,No,,2270855.721,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468192.956,27250268.652,,{427c5b0b-9b19-4641-9373-58cc9aa51864},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47455,5,0,0,500345,,,,372349.413,No,,2270848.221,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468192.956,27250178.652,,{9c7be37b-04dc-4990-9b76-dcdf4ddfb78e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47456,5,0,0,500346,,,,372349.413,No,,2270842.971,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468192.956,27250115.652,,{7bd23c37-4a5b-4559-8a59-3ba42f43c509},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47457,5,0,0,500347,,,,372349.413,No,,2270837.721,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468192.956,27250052.652,,{5832f7ed-171d-4821-aa2b-53bf6e8f04e6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47458,5,0,0,500348,,,,372349.413,No,,2270828.804,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468192.956,27249945.648000002,,{77ec0632-4192-4159-b092-ec63c393bdcc},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47459,6,0,0,500349,,,,372406.112,No,,2271523.516,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468873.3440000005,27258282.191999998,,{2fbdb079-566b-49b9-94fe-5ba94c69f0b1},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47460,6,0,0,500350,,,,372406.112,No,,2271514.599,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468873.3440000005,27258175.188,,{bfedb840-2cab-458f-8ec0-ddce12c07d95},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47461,6,0,0,500351,,,,372406.112,No,,2271509.349,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468873.3440000005,27258112.188,,{15f0163d-b947-4d77-ac74-c6969ecbf9b4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47462,6,0,0,500352,,,,372406.112,No,,2271504.099,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468873.3440000005,27258049.188,,{6be9e4b6-613c-4de6-a869-abc41a33fbce},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47463,6,0,0,500353,,,,372406.112,No,,2271496.599,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468873.3440000005,27257959.188,,{14d56a03-d845-449f-8b32-a27cf8f6fb86},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47464,6,0,0,500354,,,,372406.112,No,,2271490.599,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468873.3440000005,27257887.188,,{700a5033-d103-4a6d-81e0-733a323c1224},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47465,6,0,0,500355,,,,372402.497,No,,2271490.599,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468829.964,27257887.188,,{351e5ad3-a768-4dc7-849f-8465384e602e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47466,6,0,0,500356,,,,372402.497,No,,2271504.099,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468829.964,27258049.188,,{0c117294-b1e8-4ca7-8794-c5be12ca62df},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47467,6,0,0,500357,,,,372402.497,No,,2271509.349,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468829.964,27258112.188,,{b299b153-8b96-4357-acd9-43f03b4f89bc},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47468,6,0,0,500358,,,,372402.497,No,,2271514.599,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468829.964,27258175.188,,{d486d2a0-5da3-4605-a9a2-85f9847f75be},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47469,6,0,0,500359,,,,372402.497,No,,2271523.516,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468829.964,27258282.191999998,,{b9d5dd2b-6ea5-4b0e-afcd-29cff6706a48},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47470,6,0,0,500360,,,,372402.497,No,,2271496.599,No,,837.6272,,,1.0,3.5,,,,,,Yes,,,,,4468829.964,27257959.188,,{330f68a7-fd7f-4ab7-b8cc-bc99a7b4468d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-13 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47471,7,0,0,500361,,,,370258.446,No,,2270613.104,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27247357.247999996,,{93f3d297-2046-4076-9e73-dd52d254dcd9},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47472,7,0,0,500362,,,,370258.446,No,,2270618.354,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27247420.247999996,,{a759af48-8077-46db-bbd4-5a8a90eebb82},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47473,7,0,0,500363,,,,370258.446,No,,2270623.604,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27247483.247999996,,{d78509a5-39b3-4a6f-8a80-cc768160c06e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47474,7,0,0,500364,,,,370258.446,No,,2270632.521,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27247590.252000004,,{e522b258-7c20-4a2a-8d8b-a8733495dad0},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47475,7,0,0,500365,,,,370258.446,No,,2270605.604,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27247267.247999996,,{c78dba36-2e24-47ea-b897-7654eb25e35c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47476,7,0,0,500366,,,,370258.446,No,,2270599.604,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27247195.247999996,,{29cea2cc-9fa9-43f6-9cb8-63e8c8f28d26},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47477,7,0,0,500367,,,,370262.061,No,,2270605.604,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27247267.247999996,,{cc30b20b-0c4a-412b-8b1a-958f9f97c8a2},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47478,7,0,0,500368,,,,370262.061,No,,2270599.604,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27247195.247999996,,{eb843849-d3cd-4b89-8a07-1d3c03ed1a9c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47479,7,0,0,500369,,,,370262.061,No,,2270632.521,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27247590.252000004,,{67f1993d-eba8-42bd-882c-5f6e039bf3ab},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47480,7,0,0,500370,,,,370262.061,No,,2270623.604,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27247483.247999996,,{c4b9865b-5633-4865-8d87-eb7314ff1128},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47481,7,0,0,500371,,,,370262.061,No,,2270618.354,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27247420.247999996,,{77701f58-78f8-4c1f-94b8-8dc4fd36ce24},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47482,7,0,0,500372,,,,370262.061,No,,2270613.104,No,,826.9168333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27247357.247999996,,{75a87018-9a50-4a48-aaf6-d4296b7465d1},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47483,8,0,0,500373,,,,370262.061,No,,2270983.521,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27251802.252000004,,{0b6a247e-f049-4a92-9b20-8b55ae5e9af8},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47484,8,0,0,500374,,,,370262.061,No,,2270974.604,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27251695.247999996,,{e7a74239-be64-487f-bcf8-f132031f19fd},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47485,8,0,0,500375,,,,370262.061,No,,2270969.354,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27251632.247999996,,{9775631b-93aa-4b45-b65e-ff9100a91743},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47486,8,0,0,500376,,,,370262.061,No,,2270964.104,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27251569.247999996,,{ebc499bc-7417-44f5-a1a5-819714f17a7c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47487,8,0,0,500377,,,,370262.061,No,,2270956.604,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27251479.247999996,,{e9164118-e7c3-4b11-b90a-86b95f1bd09c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47488,8,0,0,500378,,,,370258.446,No,,2270950.604,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27251407.247999996,,{397416db-ffcf-4d74-bd52-5ab7e64a2c3b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47489,8,0,0,500379,,,,370258.446,No,,2270956.604,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27251479.247999996,,{61aa16d8-cc6a-4027-83ff-386111aba9be},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47490,8,0,0,500380,,,,370258.446,No,,2270964.104,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27251569.247999996,,{88ccb6f0-db78-4670-892f-c70f34b827c4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47491,8,0,0,500381,,,,370258.446,No,,2270969.354,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27251632.247999996,,{24e19c0a-20af-4f54-aabe-e0dc391a824b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47492,8,0,0,500382,,,,370258.446,No,,2270974.604,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27251695.247999996,,{4f378008-b13f-4645-8dee-895128668f74},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47493,8,0,0,500383,,,,370258.446,No,,2270983.521,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443101.352,27251802.252000004,,{5f7101f9-54b0-4542-b29d-3d81a58d1401},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47494,8,0,0,500384,,,,370262.061,No,,2270950.604,No,,826.8591333333334,,,1.0,3.5,,,,,,Yes,,,,,4443144.732,27251407.247999996,,{cd408156-7763-4651-a47f-1703a3d41ddb},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47495,9,0,0,500385,,,,370258.446,No,,2271321.104,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443101.352,27255853.247999996,,{bfe23d5e-93a0-475b-8d91-493eb0d9e60c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47496,9,0,0,500386,,,,370258.446,No,,2271327.104,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443101.352,27255925.247999996,,{2779a1cd-f328-459a-bd6f-899566628c45},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47497,9,0,0,500387,,,,370258.446,No,,2271334.604,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443101.352,27256015.247999996,,{cbcf3728-1673-4f25-9636-259a3599bbf9},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47498,9,0,0,500388,,,,370258.446,No,,2271339.854,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443101.352,27256078.247999996,,{1ae34ad5-7a82-4a2b-95f4-d72a379fab9e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47499,9,0,0,500389,,,,370258.446,,,2271345.104,,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443101.352,27256141.247999996,,{ed562817-37f3-4ff2-a243-33669f06c6a5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,14.0,,,Refusal,,,,,,,,,,,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47500,9,0,0,500390,,,,370258.446,No,,2271354.021,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443101.352,27256248.252000004,,{04435368-6729-46e1-8ac7-629ee7d3fdad},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47501,9,0,0,500391,,,,370262.061,No,,2271321.104,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443144.732,27255853.247999996,,{174e0e20-30fc-4cbc-bf48-7eb073487ec9},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47502,9,0,0,500392,,,,370262.061,No,,2271327.104,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443144.732,27255925.247999996,,{690599e9-86a0-474e-8257-8bb7da2a218d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47503,9,0,0,500393,,,,370262.061,No,,2271334.604,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443144.732,27256015.247999996,,{49b59f38-bf76-4797-98fe-6c13e61318c8},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47504,9,0,0,500394,,,,370262.061,No,,2271339.854,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443144.732,27256078.247999996,,{fe2b68c2-a6ef-4baa-a68a-10871f110231},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47505,9,0,0,500395,,,,370262.061,No,,2271354.021,No,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443144.732,27256248.252000004,,{321ebc8d-f957-413f-b3a9-a492855ea775},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-07 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47506,9,0,0,500396,,,,370262.061,,,2271345.104,,,826.9328333333334,,,,3.5,,,,,,Yes,,,,,4443144.732,27256141.247999996,,{a726ad54-b025-4a30-98d8-2fec260dc620},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,14.0,,,Refusal,,,,,,,,,,,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47507,10,0,0,500397,,,,368601.412,,,2269616.456,,,826.6615333333334,,,1.0,3.5,,,,,,,,,,,,,,{7d083229-4374-4dcf-a51c-8beaf154d0a7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47508,10,0,0,500398,,,,368601.412,,,2269607.539,,,826.6615333333334,,,1.0,3.5,,,,,,,,,,,,,,{97bba35d-f4dc-487a-a258-44b9b78a2861},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47509,10,0,0,500399,,,,368601.412,,,2269602.289,,,826.6615333333334,,,1.0,3.5,,,,,,,,,,,,,,{2839c669-ac73-40d3-9b74-4ef89e103090},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47510,10,0,0,500400,,,,368601.412,,,2269589.539,,,826.6615333333334,,,1.0,3.5,,,,,,,,,,,,,,{dc127f1b-b343-4683-a50f-00fb8022e668},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
